timestamp,step,north_queue,south_queue,east_queue,west_queue,total_queue,action,phase,cleared,inference_ms,phase_change,ram_mb,cpu_percent,cpu_temp
263.89528727531433,1,0.0,0.0,0.0,0.0,0.0,0,N/S,1,7.949574999656761,1,363.203125,0.0,33.1
269.01795077323914,2,0.0,0.0,1.0,0.0,1.0,0,N/S,2,5.832689999806462,0,363.203125,0.0,33.6
274.1430194377899,3,0.0,1.0,1.0,3.0,5.0,0,N/S,2,5.645135999657214,0,363.203125,0.0,33.6
279.26642298698425,4,1.0,0.0,4.0,3.0,8.0,0,N/S,3,5.880542001250433,0,363.203125,0.0,33.6
286.3883376121521,5,1.0,1.0,2.0,1.0,5.0,1,E/W,4,5.7811539991234895,1,363.203125,0.0,33.1
291.5116636753082,6,1.0,1.0,3.0,2.0,7.0,1,E/W,4,5.718876000173623,0,363.203125,0.0,33.6
296.6340389251709,7,1.0,1.0,1.0,3.0,6.0,1,E/W,4,5.827542001497932,0,363.203125,0.0,34.0
303.76094579696655,8,1.0,0.0,1.0,3.0,5.0,0,N/S,4,10.230568997940281,1,363.203125,0.0,33.6
310.8837251663208,9,1.0,0.0,0.0,1.0,2.0,1,E/W,3,6.069745002605487,1,363.203125,0.0,33.1
318.00530433654785,10,0.0,0.0,0.0,1.0,1.0,0,N/S,2,5.874874997971347,1,363.203125,0.0,33.6
323.12632989883423,11,0.0,0.0,1.0,1.0,2.0,0,N/S,1,5.74741200034623,0,363.203125,0.0,33.6
330.2538492679596,12,0.0,0.0,0.0,0.0,0.0,1,E/W,2,10.12047599942889,1,363.203125,0.0,33.1
