timestamp,step,north_queue,south_queue,east_queue,west_queue,total_queue,action,phase,cleared,inference_ms,phase_change,ram_mb,cpu_percent,cpu_temp
6.035874128341675,1,0.0,0.0,0.0,0.0,0.0,0,N/S,1,7.043247998808511,0,349.9453125,0.0,36.0
13.161437034606934,2,1.0,0.0,0.0,0.0,1.0,1,E/W,4,5.648065000059432,1,349.94921875,0.0,34.5
20.285155534744263,3,0.0,0.0,3.0,0.0,3.0,0,N/S,3,5.738972000472131,1,349.94921875,0.0,34.5
25.40851330757141,4,2.0,0.0,3.0,3.0,8.0,0,N/S,2,5.759249999755411,0,349.95703125,0.0,33.6
30.530941486358643,5,0.0,1.0,3.0,3.0,7.0,0,N/S,4,5.703601998902741,0,349.9609375,0.0,34.5
35.6534686088562,6,1.0,0.0,5.0,3.0,9.0,0,N/S,3,5.745287000536337,0,349.9609375,0.0,33.6
42.776395320892334,7,1.0,2.0,3.0,5.0,11.0,1,E/W,4,5.588100999375456,1,349.9609375,0.0,34.0
47.89758586883545,8,1.0,2.0,1.0,3.0,7.0,1,E/W,4,5.7200650007871445,0,349.9609375,0.0,34.5
55.021729469299316,9,0.0,4.0,1.0,6.0,11.0,0,N/S,3,5.70234199949482,1,349.9609375,0.0,34.0
60.146929025650024,10,2.0,2.0,5.0,6.0,15.0,0,N/S,4,6.528081001306418,0,349.96875,10.0,33.1
67.27022814750671,11,2.0,5.0,3.0,7.0,17.0,1,E/W,4,5.747119001171086,1,349.96875,0.0,33.1
74.39275479316711,12,0.0,3.0,3.0,7.0,13.0,0,N/S,4,5.69952700061549,1,349.96875,0.0,32.6
81.51432991027832,13,0.0,3.0,1.0,5.0,9.0,1,E/W,4,5.606434999208432,1,349.96875,0.0,34.0
88.6390106678009,14,0.0,1.0,1.0,5.0,7.0,0,N/S,2,7.712690001426381,1,349.97265625,0.0,34.0
95.76313018798828,15,0.0,1.0,0.0,3.0,4.0,1,E/W,3,7.714227000178653,1,349.9765625,0.0,34.0
102.88498592376709,16,0.0,0.0,0.0,3.0,3.0,0,N/S,1,5.721416000596946,1,349.98046875,0.0,33.6
110.01086163520813,17,0.0,0.0,0.0,1.0,1.0,1,E/W,2,8.965168000941048,1,349.98046875,0.0,33.6
115.13569331169128,18,0.0,0.0,0.0,0.0,0.0,1,E/W,1,9.730870000566938,0,349.98046875,0.0,33.6
