timestamp,step,north_queue,south_queue,east_queue,west_queue,total_queue,action,phase,cleared,inference_ms,phase_change
0.0008225440979003906,1,0.0,0.0,0.0,0.0,0.0,0,N/S,0,0,0
5.007750988006592,2,0.0,0.0,2.0,0.0,2.0,0,N/S,2,0,0
12.019728899002075,3,2.0,2.0,0.0,0.0,4.0,1,E/W,4,0,1
17.02904725074768,4,2.0,3.0,0.0,0.0,5.0,1,E/W,0,0,0
24.04182267189026,5,0.0,2.0,2.0,3.0,7.0,0,N/S,4,0,1
29.05069398880005,6,0.0,0.0,2.0,3.0,5.0,0,N/S,2,0,0
36.060696840286255,7,3.0,0.0,0.0,1.0,4.0,1,E/W,4,0,1
41.070744037628174,8,3.0,2.0,0.0,0.0,5.0,1,E/W,1,0,0
48.08275008201599,9,1.0,0.0,2.0,2.0,5.0,0,N/S,4,0,1
53.09365701675415,10,0.0,0.0,2.0,2.0,4.0,0,N/S,3,0,0
60.104065895080566,11,2.0,2.0,0.0,0.0,4.0,1,E/W,4,0,1
