#{"t_start": 1760339092.6332002, "env_id": "None"}
r,l,t
-739.81945,200,4.021022
-1802.453156,200,4.468784
-932.806034,200,4.839109
9.182337,200,5.234707
-833.66055,200,5.488735
-1159.746308,200,5.756644
-299.808941,200,6.12989
-820.891329,200,6.469282
-76.802709,200,6.775899
-1332.190139,200,7.106934
132.106333,200,8.435114
-402.808679,200,8.697423
-552.533878,200,8.980701
-435.622435,200,9.379537
-2075.555458,200,9.654433
144.456932,200,9.957387
-1539.698994,200,10.202393
-1011.240465,200,10.422757
204.509907,200,10.700022
-654.45183,200,10.977731
277.158711,200,12.092849
-421.599992,200,12.343404
0.635036,200,12.746499
-1260.930388,200,13.011694
214.539708,200,13.251244
133.443542,200,17.165999
28.617793,200,17.515165
-562.544612,200,18.011278
150.483367,200,18.397078
26.364943,200,18.791862
-1606.127592,200,20.201647
-194.224842,200,20.593366
-777.639748,200,21.141388
-112.531227,200,21.488936
261.076198,200,21.984233
402.676667,200,22.267516
-162.537232,200,22.547458
-196.801453,200,22.901505
-1725.030054,200,23.415792
-368.595622,200,23.714602
-374.589019,200,25.078338
413.084435,200,25.323835
256.596297,200,25.572311
-1347.779197,200,26.070862
495.035718,200,26.435241
-639.897089,200,26.865727
536.612901,200,27.286653
533.978113,200,27.602288
97.358682,200,27.90198
479.447534,200,28.172018
514.193522,200,31.921874
536.945818,200,33.064695
572.177479,200,33.336745
621.052155,200,33.643068
-199.927261,200,34.013936
523.437439,200,34.372926
321.148718,200,34.702766
617.107802,200,35.016783
515.003312,200,35.440379
685.825529,200,35.8487
604.468523,200,36.180837
-317.806581,200,37.312961
759.583217,200,37.672616
560.375137,200,38.116337
689.07784,200,38.344695
565.061811,200,38.708117
601.141334,200,39.019558
626.124056,200,39.338798
627.240411,200,39.742364
225.346028,200,40.079454
240.188901,200,40.476407
698.900761,200,41.772846
502.44035,200,42.075963
400.353906,200,42.467103
849.882576,200,42.81539
755.775363,200,46.884331
764.988662,200,47.197071
814.047665,200,47.464483
658.801619,200,47.79356
-692.942504,200,48.215914
647.232303,200,48.520832
825.45476,200,49.613826
731.04531,200,49.868948
792.810571,200,50.160621
139.857443,200,50.646803
379.484879,200,51.066643
779.433739,200,51.580743
735.320961,200,52.091685
803.936471,200,52.629143
694.451654,200,52.934381
350.585957,200,53.248971
875.853737,200,53.693475
788.154146,200,54.920573
-1084.719216,200,55.440572
-1742.030905,200,55.819378
-1163.803415,200,56.129954
847.009176,200,56.578839
251.1204,200,56.989196
1014.188225,200,57.338415
-420.587346,200,57.789554
377.558283,200,62.061273
-907.654473,200,62.386276
485.884315,200,63.679342
790.006082,200,64.158082
-1335.866858,200,64.521721
-1516.744952,200,64.806444
842.031444,200,65.141824
770.136515,200,65.708587
-1323.379778,200,66.218957
1040.274345,200,66.705969
861.965748,200,67.249695
-1829.314467,200,67.563797
919.640406,200,68.83707
1094.204095,200,69.131505
-1213.545934,200,69.517737
909.224868,200,69.997395
922.319241,200,70.394834
811.747788,200,70.680684
822.251493,200,70.990367
417.626709,200,71.449257
851.602133,200,71.821826
457.011638,200,72.237437
877.352352,200,73.588127
924.114613,200,73.893289
513.499125,200,74.403813
-1731.656285,200,78.063025
-679.073384,200,78.550726
859.149758,200,79.049503
-1201.023119,200,79.35354
-411.983876,200,79.712534
1145.15387,200,80.205586
701.700596,200,80.546046
950.325773,200,80.885609
779.027845,200,82.516096
-1335.359369,200,82.985017
-1445.189744,200,83.270471
1091.273493,200,83.663743
520.258322,200,84.000571
785.116238,200,84.400687
-350.924607,200,84.938629
447.245429,200,85.301699
-1274.657717,200,85.600028
1158.137598,200,85.998993
1043.913478,200,87.236764
1240.367774,200,87.658167
858.819748,200,87.942693
-1599.100936,200,88.300205
-1668.65145,200,88.787002
-2203.947187,200,89.236752
-1849.19243,200,89.551515
778.611949,200,93.644403
938.901196,200,93.957153
871.364878,200,94.262842
-1687.314962,200,95.615279
943.15625,200,95.959281
561.695199,200,96.411297
740.369453,200,96.714718
-584.332951,200,97.017889
928.043688,200,97.326382
-724.11821,200,97.639495
921.418871,200,98.057159
483.599684,200,98.402106
-1110.273242,200,98.733178
921.328117,200,100.097168
-1419.114335,200,100.323333
-1130.094302,200,100.896676
514.00157,200,101.351533
1234.912132,200,101.726398
946.374778,200,102.078497
828.148847,200,102.374166
862.228982,200,102.726294
884.126992,200,103.173325
862.667517,200,103.56688
-1452.996156,200,103.951373
946.468032,200,105.161227
-2032.268308,200,109.180861
865.788496,200,109.701451
-970.505617,200,110.201306
1077.416697,200,110.56779
926.504609,200,111.05847
865.564497,200,111.366588
1173.664864,200,111.636978
-980.378638,200,111.810841
-1020.43617,200,112.106259
960.390386,200,113.195237
564.613848,200,113.533962
-567.209501,200,113.885324
156.63568,200,114.105663
899.73737,200,114.350612
529.39084,200,114.614248
609.92224,200,114.85277
952.692391,200,115.023288
971.492365,200,115.183383
-1134.39149,200,115.34729
995.615545,200,116.404319
135.936364,200,116.621923
129.805119,200,116.797831
1245.757691,200,116.959915
-1118.339452,200,117.110148
-1560.449974,200,117.266093
843.278908,200,119.799855
877.218747,200,120.263511
999.347519,200,120.696764
-576.697091,200,121.061298
916.633751,200,122.717834
1016.31041,200,123.062573
1136.024735,200,123.309647
578.135942,200,123.580714
890.047352,200,123.869253
976.77257,200,124.296289
1005.539819,200,124.63117
999.669906,200,124.923083
-1569.433145,200,125.231039
-1264.328714,200,125.574782
-701.730509,200,125.851009
-1902.583429,200,127.158703
1227.430139,200,127.726617
